,year,state_name,affiliation,sex,arr_all,join_key
7673,2012,NT,Non-Government,Female,44.6,NT|2012|Non-Government|Female
7678,2012,NT,Non-Government,Persons,42.8,NT|2012|Non-Government|Persons
7683,2012,NT,Catholic,Male,40.9,NT|2012|Catholic|Male
7688,2012,NT,Catholic,Female,40.9,NT|2012|Catholic|Female
7693,2012,NT,Catholic,Persons,40.9,NT|2012|Catholic|Persons
7698,2012,NT,Independent,Male,41.0,NT|2012|Independent|Male
7703,2012,NT,Independent,Female,47.4,NT|2012|Independent|Female
7708,2012,NT,Independent,Persons,44.1,NT|2012|Independent|Persons
7713,2012,NT,All affiliations,Male,54.5,NT|2012|All affiliations|Male
7718,2012,NT,All affiliations,Female,56.7,NT|2012|All affiliations|Female
7723,2012,NT,All affiliations,Persons,55.6,NT|2012|All affiliations|Persons
7728,2012,ACT,Government,Male,100.0,ACT|2012|Government|Male
7733,2012,ACT,Government,Female,100.0,ACT|2012|Government|Female
7738,2012,ACT,Government,Persons,100.0,ACT|2012|Government|Persons
7743,2012,ACT,Non-Government,Male,72.0,ACT|2012|Non-Government|Male
7748,2012,ACT,Non-Government,Female,76.1,ACT|2012|Non-Government|Female
7753,2012,ACT,Non-Government,Persons,74.0,ACT|2012|Non-Government|Persons
7758,2012,ACT,Catholic,Male,70.5,ACT|2012|Catholic|Male
7763,2012,ACT,Catholic,Female,75.1,ACT|2012|Catholic|Female
7768,2012,ACT,Catholic,Persons,72.7,ACT|2012|Catholic|Persons
7773,2012,ACT,Independent,Male,75.1,ACT|2012|Independent|Male
7778,2012,ACT,Independent,Female,78.0,ACT|2012|Independent|Female
7783,2012,ACT,Independent,Persons,76.6,ACT|2012|Independent|Persons
7788,2012,ACT,All affiliations,Male,88.8,ACT|2012|All affiliations|Male
7793,2012,ACT,All affiliations,Female,90.9,ACT|2012|All affiliations|Female
7798,2012,ACT,All affiliations,Persons,89.8,ACT|2012|All affiliations|Persons
7803,2011,NSW,Government,Male,64.8,NSW|2011|Government|Male
7808,2011,NSW,Government,Female,76.3,NSW|2011|Government|Female
7813,2011,NSW,Government,Persons,70.5,NSW|2011|Government|Persons
7818,2011,NSW,Non-Government,Male,77.9,NSW|2011|Non-Government|Male
7823,2011,NSW,Non-Government,Female,85.2,NSW|2011|Non-Government|Female
7828,2011,NSW,Non-Government,Persons,81.5,NSW|2011|Non-Government|Persons
7833,2011,NSW,Catholic,Male,74.1,NSW|2011|Catholic|Male
7838,2011,NSW,Catholic,Female,82.9,NSW|2011|Catholic|Female
7843,2011,NSW,Catholic,Persons,78.5,NSW|2011|Catholic|Persons
7848,2011,NSW,Independent,Male,84.4,NSW|2011|Independent|Male
7853,2011,NSW,Independent,Female,89.2,NSW|2011|Independent|Female
7858,2011,NSW,Independent,Persons,86.8,NSW|2011|Independent|Persons
7863,2011,NSW,All affiliations,Male,69.7,NSW|2011|All affiliations|Male
7868,2011,NSW,All affiliations,Female,79.7,NSW|2011|All affiliations|Female
7873,2011,NSW,All affiliations,Persons,74.6,NSW|2011|All affiliations|Persons
7878,2011,Vic,Government,Male,70.7,Vic|2011|Government|Male
7883,2011,Vic,Government,Female,83.0,Vic|2011|Government|Female
7888,2011,Vic,Government,Persons,76.6,Vic|2011|Government|Persons
7893,2011,Vic,Non-Government,Male,84.7,Vic|2011|Non-Government|Male
7898,2011,Vic,Non-Government,Female,95.2,Vic|2011|Non-Government|Female
7903,2011,Vic,Non-Government,Persons,90.0,Vic|2011|Non-Government|Persons
7908,2011,Vic,Catholic,Male,75.9,Vic|2011|Catholic|Male
7913,2011,Vic,Catholic,Female,86.7,Vic|2011|Catholic|Female
7918,2011,Vic,Catholic,Persons,81.3,Vic|2011|Catholic|Persons
7923,2011,Vic,Independent,Male,96.3,Vic|2011|Independent|Male
7928,2011,Vic,Independent,Female,100.0,Vic|2011|Independent|Female
7933,2011,Vic,Independent,Persons,100.0,Vic|2011|Independent|Persons
7938,2011,Vic,All affiliations,Male,76.2,Vic|2011|All affiliations|Male
7943,2011,Vic,All affiliations,Female,88.1,Vic|2011|All affiliations|Female
7948,2011,Vic,All affiliations,Persons,82.0,Vic|2011|All affiliations|Persons
7953,2011,Qld,Government,Male,72.6,Qld|2011|Government|Male
7958,2011,Qld,Government,Female,80.6,Qld|2011|Government|Female
7963,2011,Qld,Government,Persons,76.4,Qld|2011|Government|Persons
7968,2011,Qld,Non-Government,Male,94.0,Qld|2011|Non-Government|Male
7973,2011,Qld,Non-Government,Female,95.1,Qld|2011|Non-Government|Female
7978,2011,Qld,Non-Government,Persons,94.6,Qld|2011|Non-Government|Persons
7983,2011,Qld,Catholic,Male,88.2,Qld|2011|Catholic|Male
7988,2011,Qld,Catholic,Female,91.7,Qld|2011|Catholic|Female
7993,2011,Qld,Catholic,Persons,89.9,Qld|2011|Catholic|Persons
7998,2011,Qld,Independent,Male,100.0,Qld|2011|Independent|Male
8003,2011,Qld,Independent,Female,98.7,Qld|2011|Independent|Female
8008,2011,Qld,Independent,Persons,99.5,Qld|2011|Independent|Persons
8013,2011,Qld,All affiliations,Male,80.2,Qld|2011|All affiliations|Male
8018,2011,Qld,All affiliations,Female,86.0,Qld|2011|All affiliations|Female
8023,2011,Qld,All affiliations,Persons,83.0,Qld|2011|All affiliations|Persons
8028,2011,SA,Government,Male,73.0,SA|2011|Government|Male
8033,2011,SA,Government,Female,90.3,SA|2011|Government|Female
8038,2011,SA,Government,Persons,81.3,SA|2011|Government|Persons
8043,2011,SA,Non-Government,Male,91.1,SA|2011|Non-Government|Male
8048,2011,SA,Non-Government,Female,97.2,SA|2011|Non-Government|Female
8053,2011,SA,Non-Government,Persons,94.2,SA|2011|Non-Government|Persons
8058,2011,SA,Catholic,Male,87.7,SA|2011|Catholic|Male
8063,2011,SA,Catholic,Female,89.9,SA|2011|Catholic|Female
8068,2011,SA,Catholic,Persons,88.8,SA|2011|Catholic|Persons
8073,2011,SA,Independent,Male,94.9,SA|2011|Independent|Male
8078,2011,SA,Independent,Female,100.0,SA|2011|Independent|Female
8083,2011,SA,Independent,Persons,100.0,SA|2011|Independent|Persons
8088,2011,SA,All affiliations,Male,79.9,SA|2011|All affiliations|Male
8093,2011,SA,All affiliations,Female,93.1,SA|2011|All affiliations|Female
8098,2011,SA,All affiliations,Persons,86.3,SA|2011|All affiliations|Persons
8103,2011,WA,Government,Male,68.8,WA|2011|Government|Male
8108,2011,WA,Government,Female,81.6,WA|2011|Government|Female
8113,2011,WA,Government,Persons,74.8,WA|2011|Government|Persons
8118,2011,WA,Non-Government,Male,80.3,WA|2011|Non-Government|Male
8123,2011,WA,Non-Government,Female,86.5,WA|2011|Non-Government|Female
8128,2011,WA,Non-Government,Persons,83.4,WA|2011|Non-Government|Persons
8133,2011,WA,Catholic,Male,75.5,WA|2011|Catholic|Male
8138,2011,WA,Catholic,Female,82.8,WA|2011|Catholic|Female
8143,2011,WA,Catholic,Persons,79.2,WA|2011|Catholic|Persons
8148,2011,WA,Independent,Male,85.1,WA|2011|Independent|Male
8153,2011,WA,Independent,Female,90.1,WA|2011|Independent|Female
8158,2011,WA,Independent,Persons,87.6,WA|2011|Independent|Persons
8163,2011,WA,All affiliations,Male,73.4,WA|2011|All affiliations|Male
8168,2011,WA,All affiliations,Female,83.7,WA|2011|All affiliations|Female
8173,2011,WA,All affiliations,Persons,78.4,WA|2011|All affiliations|Persons
8178,2011,Tas,Government,Male,63.3,Tas|2011|Government|Male
8183,2011,Tas,Government,Female,76.7,Tas|2011|Government|Female
8188,2011,Tas,Government,Persons,69.6,Tas|2011|Government|Persons
8193,2011,Tas,Non-Government,Male,62.8,Tas|2011|Non-Government|Male
8198,2011,Tas,Non-Government,Female,77.7,Tas|2011|Non-Government|Female
8203,2011,Tas,Non-Government,Persons,70.2,Tas|2011|Non-Government|Persons
8208,2011,Tas,Catholic,Male,54.0,Tas|2011|Catholic|Male
8213,2011,Tas,Catholic,Female,73.9,Tas|2011|Catholic|Female
8218,2011,Tas,Catholic,Persons,64.2,Tas|2011|Catholic|Persons
8223,2011,Tas,Independent,Male,74.2,Tas|2011|Independent|Male
8228,2011,Tas,Independent,Female,83.5,Tas|2011|Independent|Female
8233,2011,Tas,Independent,Persons,78.6,Tas|2011|Independent|Persons
8238,2011,Tas,All affiliations,Male,63.2,Tas|2011|All affiliations|Male
8243,2011,Tas,All affiliations,Female,77.1,Tas|2011|All affiliations|Female
8248,2011,Tas,All affiliations,Persons,69.8,Tas|2011|All affiliations|Persons
8253,2011,NT,Government,Male,62.3,NT|2011|Government|Male
8258,2011,NT,Government,Female,65.1,NT|2011|Government|Female
8263,2011,NT,Government,Persons,63.7,NT|2011|Government|Persons
8268,2011,NT,Non-Government,Male,41.1,NT|2011|Non-Government|Male
8273,2011,NT,Non-Government,Female,39.1,NT|2011|Non-Government|Female
8278,2011,NT,Non-Government,Persons,40.1,NT|2011|Non-Government|Persons
8283,2011,NT,Catholic,Male,41.1,NT|2011|Catholic|Male
8288,2011,NT,Catholic,Female,37.1,NT|2011|Catholic|Female
8293,2011,NT,Catholic,Persons,39.2,NT|2011|Catholic|Persons
8298,2011,NT,Independent,Male,41.1,NT|2011|Independent|Male
8303,2011,NT,Independent,Female,40.6,NT|2011|Independent|Female
8308,2011,NT,Independent,Persons,40.9,NT|2011|Independent|Persons
8313,2011,NT,All affiliations,Male,54.9,NT|2011|All affiliations|Male
8318,2011,NT,All affiliations,Female,55.8,NT|2011|All affiliations|Female
8323,2011,NT,All affiliations,Persons,55.3,NT|2011|All affiliations|Persons
8328,2011,ACT,Government,Male,94.9,ACT|2011|Government|Male
8333,2011,ACT,Government,Female,100.0,ACT|2011|Government|Female
8338,2011,ACT,Government,Persons,100.0,ACT|2011|Government|Persons
8343,2011,ACT,Non-Government,Male,78.3,ACT|2011|Non-Government|Male
8348,2011,ACT,Non-Government,Female,77.1,ACT|2011|Non-Government|Female
8353,2011,ACT,Non-Government,Persons,77.7,ACT|2011|Non-Government|Persons
8358,2011,ACT,Catholic,Male,76.7,ACT|2011|Catholic|Male
8363,2011,ACT,Catholic,Female,72.1,ACT|2011|Catholic|Female
8368,2011,ACT,Catholic,Persons,74.4,ACT|2011|Catholic|Persons
8373,2011,ACT,Independent,Male,81.6,ACT|2011|Independent|Male
8378,2011,ACT,Independent,Female,86.7,ACT|2011|Independent|Female
8383,2011,ACT,Independent,Persons,84.3,ACT|2011|Independent|Persons
8388,2011,ACT,All affiliations,Male,86.9,ACT|2011|All affiliations|Male
8393,2011,ACT,All affiliations,Female,91.9,ACT|2011|All affiliations|Female
8398,2011,ACT,All affiliations,Persons,89.4,ACT|2011|All affiliations|Persons
